mal_id,score,scored_by,rank,popularity,members,favorites,snapshot_date
2465,5.66,405181,829,11227,559363,34341,2026-08-03
2466,7.55,571318,7649,10886,802670,13999,2026-08-03
2467,8.19,406765,6458,2495,429722,33705,2026-08-03
2468,6.94,51986,9355,1323,323291,5928,2026-08-03
2469,9.37,64529,7071,2932,116867,9426,2026-08-03
2470,7.37,347883,2668,9420,586760,23078,2026-08-03
2471,7.75,435210,4853,6863,459152,38750,2026-08-03
2472,7.32,111599,392,6823,311689,25494,2026-08-03
2473,7.78,59197,9376,3196,153362,22721,2026-08-03
2474,6.17,16555,2768,3996,260853,1683,2026-08-03
2475,6.98,84993,4186,1082,219541,11197,2026-08-03
2476,7.33,576036,8340,9610,614902,23223,2026-08-03
2477,5.79,350896,3736,11673,375744,8914,2026-08-03
2478,7.38,259566,4106,9837,349047,26056,2026-08-03
2479,7.47,412574,9211,5839,599580,34386,2026-08-03
2480,5.73,101193,9680,10631,252916,3077,2026-08-03
2481,7.79,351332,7646,8000,366871,11177,2026-08-03
2482,5.52,493876,2046,7937,616251,16487,2026-08-03
2483,6.24,290998,7846,4814,569848,18237,2026-08-03
2484,5.62,61370,110,9148,215558,6932,2026-08-03
2485,7.12,559892,4048,5981,708761,7675,2026-08-03
2486,6.3,392109,841,3556,462524,6474,2026-08-03
2487,7.51,261064,2568,9992,439432,33770,2026-08-03
2488,5.59,385007,2963,9832,457126,36635,2026-08-03
2489,6.75,513080,8020,3305,673767,29470,2026-08-03
2490,8.8,437767,6380,5512,679321,37690,2026-08-03
2491,5.82,263501,8871,11949,275635,38057,2026-08-03
2492,5.18,521550,520,7763,687056,10597,2026-08-03
2493,5.81,190332,1946,526,312756,17291,2026-08-03
2494,7.65,168076,1928,2724,457023,32158,2026-08-03
2495,6.3,365063,3718,1012,659800,18235,2026-08-03
2496,6.71,518516,4186,4183,530944,35886,2026-08-03
2497,6.57,250524,662,7284,316030,39807,2026-08-03
2498,7.04,161843,9646,11653,400582,31822,2026-08-03
2499,7.23,337829,7561,9180,483458,15960,2026-08-03
2500,5.76,150315,8120,7530,337230,7898,2026-08-03
2501,6.54,165970,4809,1982,350572,13181,2026-08-03
2502,5.99,1126,7680,1681,231669,28785,2026-08-03
2503,5.42,25156,6672,7568,180354,26069,2026-08-03
2504,7.17,416015,5063,6898,538720,17882,2026-08-03
2505,8.12,47479,1762,5248,155519,23007,2026-08-03
2506,6.71,494656,909,11669,614373,28318,2026-08-03
2507,6.95,291706,4548,3626,374899,21960,2026-08-03
2508,8.35,581432,7424,3676,617969,12251,2026-08-03
2509,6.28,429117,183,5699,487900,23956,2026-08-03
